시장코드,시장명,시장 유형,지번주소,도로명주소,시도,시군구,아케이드 보유 여부,엘리베이터_에스컬레이터_보유여부,고객지원센터 보유 여부,스프링쿨러 보유 여부,화재감지기 보유여부,유아놀이방_보유여부,종합콜센터_보유여부,고객휴게실_보유여부,수유센터_보유여부,물품보관함_보유여부,자전거보관함_보유여부,체육시설_보유여부,간이 도서관_보유여부,쇼핑카트_보유여부,외국인 안내센터_보유여부,고객동선통로_보유여부,방송센터_보유여부,문화교실_보유여부,공동물류창고_보유여부,시장전용 고객주차장_보유여부,교육장_보유여부,회의실_보유여부,자동심장충격기_보유여부
a41010011,성정시장,전통시장,충청남도 천안시 서북구 성정동 736-7  양지21길 31 ,충청남도 천안시 서북구 양지21길 31,충남,천안시,Y,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
a41010005,성환이화시장,전통시장,충청남도 천안시 서북구 성환읍 성환리 449-1111,충청남도 천안시 서북구 성환읍 종합시장길 17,충남,천안시,N,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a41020001,공주산성시장,전통시장,충청남도 공주시 산성동 190-1,충청남도 공주시 용당길 22,충남,공주시,Y,,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a41020002,유구시장,전통시장,충청남도 공주시 유구읍 석남리 276-5,충청남도 공주시 유구읍 시장길 28,충남,공주시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
d41020001,산성시장활성화구역,전통시장,충청남도 공주시 중동 63,충청남도 공주시 국고개길 11,충남,공주시,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a41030001,동부시장,전통시장,충청남도 보령시 대천동 618-64,충청남도 보령시 구상가길 14-5,충남,보령시,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,N
a41030007,보령중앙시장,전통시장,충청남도 보령시 대천동 331-7,충청남도 보령시 대천동 중앙시장1길 2,충남,보령시,Y,,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a41030008,보령한내시장,전통시장,충청남도 보령시 대천동 197-1,충청남도 보령시 정화로길 13,충남,보령시,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a41030009,현대시장(현대상가시장),전통시장,충청남도 보령시 대천동 618-69,충청남도 보령시 대흥로 16,충남,보령시,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N
a41030011,대천항수산시장,전통시장,충청남도 보령시 신흑동 2240-7,충청남도 보령시 대천항로 370,충남,보령시,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a41030004,웅천시장,전통시장,충청남도 보령시 웅천읍 대창리 432-1,충청남도 보령시 웅천읍 장터4길 24,충남,보령시,Y,,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a41040002,둔포전통시장(둔포시장),전통시장,충청남도 아산시 둔포면 둔포리 450-8,충청남도 아산시 둔포면 둔포면로 25번길 15,충남,아산시,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N
a41040003,온양온천시장(온양전통시장),전통시장,충청남도 아산시 온천동 94-6,충청남도 아산시 시장길 29,충남,아산시,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N
a41050001,대산종합시장,전통시장,충청남도 서산시 대산읍 대산리 119,충청남도 서산시 대산읍 충의로 1942,충남,서산시,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a41050002,서산동부전통시장(동부시장),전통시장,충청남도 서산시 동문동 900-3,충청남도 서산시 시장5로 15,충남,서산시,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a41050003,해미읍성전통시장,전통시장,충청남도 서산시 읍내리 202,충청남도 서산시 읍성마을2길 16,충남,서산시,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,Y
a41060001,강경대흥시장,전통시장,충청남도 논산시 강경읍 대흥리 17-8,충청남도 논산시 강경읍 대흥로 23- 1,충남,논산시,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a41060002,강경젓갈시장,전통시장,충청남도 논산시 강경읍 황산리 198,충청남도 논산시 강경읍 금백로 45,충남,논산시,Y,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N
a41060003,화지중앙시장,전통시장,충청남도 논산시 화지동 49,충청남도 논산시 중앙로492번길 20,충남,논산시,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a41060008,연산전통시장,전통시장,충청남도 논산시 연산면 연산리 394-1,충청남도 논산시 연산면 연산4길 10-8,충남,논산시,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a41390004,신평시장,전통시장,충청남도 당진시 신평면 금천리 360-4,충청남도 당진시 신평면 신평로 804-1,충남,당진시,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a41390005,합덕전통시장,전통시장,충청남도 당진시 합덕읍 운산리 253-47,충청남도 당진시 합덕읍 버그내2길 128-42,충남,당진시,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a41390002,당진전통시장,전통시장,충청남도 당진시 읍내동 145-13,충청남도 당진시 당진시장길 100,충남,당진시,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y
a41310001,금산수삼센타,전통시장,충청남도 금산군 금산읍 중도리 24,충청남도 금산군 금산읍 인삼약초로 24,충남,금산군,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a41310002,금산금빛시장(금산시장),전통시장,충청남도 금산군 금산읍 하옥리 335-12,충청남도 금산군 금산읍 금산천길 98,충남,금산군,Y,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a41310003,금산국제인삼시장(금산인삼국제시장),전통시장,충청남도 금산군 금산읍 중도리 8-1,충청남도 금산군 금산읍 인삼약초로 45,충남,금산군,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
a41310005,중부프라자,전통시장,충청남도 금산군 금산읍 상리 89-4,충청남도 금산군 금산읍 비범로 19,충남,금산군,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a41310008,금산인삼전통시장,전통시장,충청남도 금산군 금산읍 중도리 531-1,충청남도 금산군 금산읍 건삼전1길 20-8,충남,금산군,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a41310010,금산인삼쇼핑센타,전통시장,충청남도 금산군 금산읍 중도리 9-1,충청남도 금산군 금산읍 인삼광장로 47,충남,금산군,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N
a41310004,금산약초시장,전통시장,충청남도 금산군 중도리 31,충청남도 금산군 비단로 144,충남,금산군,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N
a41310007,마전시장,전통시장,충청남도 금산군 추부면 마전리 547-1,충청남도 금산군 추부면 마전1길 38,충남,금산군,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a41330001,부여시장,전통시장,충청남도 부여군 부여읍 구아리 432,충청남도 부여군 부여읍 성왕로173번길 12,충남,부여군,N,,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a41330002,부여중앙시장,전통시장,충청남도 부여군 부여읍 구아리 164-1,충청남도 부여군 부여읍 중앙로13번길 14-3,충남,부여군,Y,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a41330008,부여 새시장,전통시장,충청남도 부여군 부여읍 구아리 395-7,충청남도 부여군 부여읍 부여로 12,충남,부여군,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a41330007,홍산시장,전통시장,충청남도 부여군 홍산면 남촌리 134-2,충청남도 부여군 홍산면 홍산시장로 45-10,충남,부여군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a41340003,장항전통시장,전통시장,충청남도 서천군 장항읍 신창리 110,충청남도 서천군 장항읍 성화로 104,충남,서천군,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a41350003,청양전통시장,전통시장,충청남도 청양군 읍내리 178-4,충청남도 청양군 칠갑산로6길 6,충남,청양군,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a41350002,정산시장,전통시장,충청남도 청양군 정산면 서정리 163,충청남도 청양군 정산면 정현길 54,충남,청양군,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a41360001,갈산전통시장,전통시장,충청남도 홍성군 갈산면 상촌리 240-16,충청남도 홍성군 갈산면 상촌로 29,충남,홍성군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y
a41360002,광천전통시장,전통시장,충청남도 홍성군 광천읍 광천리 230-32,충청남도 홍성군 광천읍 광천로 285,충남,홍성군,Y,,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a41360007,광천문화시장,전통시장,충청남도 홍성군 광천읍 광천리 185-27,충청남도 홍성군 광천읍 광천로323번길 15-1 일원,충남,홍성군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y
a41360003,홍성상설시장,전통시장,충청남도 홍성군 홍성읍 오관리 397-6,충청남도 홍성군 홍성읍 아문길 60,충남,홍성군,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a41360004,홍성전통시장,전통시장,충청남도 홍성군 홍성읍 대교리 400-1,충청남도 홍성군 홍성읍 홍성천길 242,충남,홍성군,Y,,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a41370001,고덕시장,전통시장,충청남도 예산군 고덕면 대천리 783-3,충청남도 예산군 고덕면 용고길 342,충남,예산군,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
a41370002,광시시장,전통시장,충청남도 예산군 광시면 광시리 87-1,충청남도 예산군 광시면 예당로 165-22,충남,예산군,N,,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N
a41370003,덕산시장,전통시장,충청남도 예산군 덕산면 읍내리 356-4,충청남도 예산군 덕산면 읍내서길 2-1,충남,예산군,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a41370005,역전시장,전통시장,충청남도 예산군 산성리 356-7,충청남도 예산군 역전로 84,충남,예산군,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a41370006,예산상설시장,전통시장,충청남도 예산군 예산리 333-1,충청남도 예산군 형제고개로 967,충남,예산군,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a41370007,예산시장,전통시장,충청남도 예산군 예산읍 예산리 333-1,충청남도 예산군 예산읍 형제고개로 967,충남,예산군,Y,,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a41370004,삽교시장,전통시장,충청남도 예산군 삽교읍 두리 568-37,충청남도 예산군 삽교읍 두리3길 50-7,충남,예산군,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a41380002,태안동부시장(태안특산물전통시장),전통시장,충청남도 태안군 동문리 284,충청남도 태안군 시장4길 32,충남,태안군,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a41380001,안면도수산시장(안면도장터),전통시장,충청남도 태안군 안면읍 승언리 1249,충청남도 태안군 안면읍 장터로 104,충남,태안군,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y
a41380003,태안서부시장,전통시장,충청남도 태안군 태안읍 남문리 169-7,충청남도 태안군 태안읍 시장2길 32-7 (남문3리마을회관),충남,태안군,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a63011002,서부시장상점가(서부시장 통합),전통시장,전라북도 전주시 완산구 효자동1가 201-63,전라북도 전주시 완산구 효동 2길 14-8,전북,전주시,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a63010004,전주신중앙시장(신중앙시장),전통시장,전라북도 전주시 완산구 태평동 43,전라북도 전주시 완산구 태평5길 33,전북,전주시,Y,,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a63011003,전주중앙상가,전통시장,전라북도 전주시 완산구 태평동 36-1,전라북도 전주시 완산구 태평3길 70,전북,전주시,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a63011001,전주남부시장,전통시장,전라북도 전주시 완산구 전동 295-4,전라북도 전주시 완산구 풍남문1길 19-3,전북,전주시,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a63012001,모래내시장(전주),전통시장,전라북도 전주시 덕진구 인후동2가 203-10,전라북도 전주시 덕진구 모래내4길 8-8,전북,전주시,Y,,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a63020001,군산공설시장,전통시장,전라북도 군산시 신영동 18-1,전라북도 군산시 신금길 18,전북,군산시,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a63020011,군산주공시장,전통시장,전라북도 군산시 나운동 836-11,전라북도 군산시 하나운안1길 39,전북,군산시,Y,,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a63020010,역전종합시장,전통시장,전라북도 군산시 대명동 138-151,전라북도 군산시 구암3 1로 13-1,전북,군산시,Y,,Y,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N
a63020003,대야전통시장,전통시장,전라북도 군산시 대야면 산월리 401-1,전라북도 군산시 대야면 대야시장로 7-1,전북,군산시,N,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63020006,명산시장,전통시장,전라북도 군산시 명산동 14-27,전라북도 군산시 오룡로51-18,전북,군산시,Y,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a63020009,군산신영시장,전통시장,전라북도 군산시 신영동 19-5,전라북도 군산시 동신영길 56,전북,군산시,Y,,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a63020002,군산수산물종합센터,전통시장,전라북도 군산시 해망동 1011-21,전라북도 군산시 내항2길 216,전북,군산시,Y,,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N
a63030002,익산금마시장,전통시장,전라북도 익산시 금마면 동고도리 701-2,전라북도 익산시 금마면 고도길 58,전북,익산시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a63030011,익산장(익산북부장),전통시장,전라북도 익산시 남중동 35-9,전라북도 익산시 인북로 11길 27,전북,익산시,Y,,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N
a63030006,여산시장,전통시장,전라북도 익산시 여산면 여산리 412-4,전라북도 익산시 서촌2길 22-1,전북,익산시,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a63030009,함열시장,전통시장,전라북도 익산시 와리 565-26,전라북도 익산시 함열읍 2길 8,전북,익산시,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N
a63030013,익산 구시장,전통시장,전라북도 익산시 인화동1가 131-8,전라북도 익산시 인북로8길 22,전북,익산시,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N
a63030003,익산남부시장,전통시장,전라북도 익산시 인화동2가 7,전라북도 익산시 평동로11길 12,전북,익산시,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
a63030004,매일시장,전통시장,전라북도 익산시 창인동1가 88-5,전라북도 익산시 중앙로 3길 13,전북,익산시,Y,,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a63030007,중앙시장,전통시장,전라북도 익산시 창인동1가 137-1,전라북도 익산시 중앙로 3길 27,전북,익산시,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a63030008,서동시장,전통시장,전라북도 익산시 창인동1가 115-13,전라북도 익산시 중앙로3길 39,전북,익산시,Y,,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a63030010,황등시장,전통시장,전라북도 익산시 황등면 황등리58,전라북도 익산시 석재길 22,전북,익산시,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N
a63030001,북부시장,전통시장,전라북도 익산시 남중동 72-7,전라북도 익산시 인북로 219,전북,익산시,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a63040002,샘고을시장,전통시장,전라북도 정읍시 시기동 280-4,전라북도 정읍시 태평6길 25,전북,정읍시,Y,,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a63040001,신태인시장,전통시장,전라북도 정읍시 신태인읍 신태인리 85-10,전라북도 정읍시 신태인읍 신태인2길 14,전북,정읍시,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N
a63040003,정읍연지시장,전통시장,전라북도 정읍시 연지동 44,전라북도 정읍시 연지시장 3길 50-9외,전북,정읍시,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63050001,남원공설시장,전통시장,전라북도 남원시 금동 262-1,전라북도 남원시 의총로 51,전북,남원시,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a63050005,남원인월시장,전통시장,전라북도 남원시 인월면 인월리 252-1,전라북도 남원시 인월면 인월로 65-3,전북,남원시,Y,,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a63050003,용남시장,전통시장,전라북도 남원시 하정동 138,전라북도 남원시 동헌길10,전북,남원시,Y,,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N
a63060003,원평공설시장(김제원평시장),전통시장,전라북도 김제시 금산면 원평리 91번지,전라북도 김제시 금산면 원평6길 39-10,전북,김제시,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a63060005,역전시장,전통시장,전라북도 김제시 신풍동 40-2,전라북도 김제시 중앙로 288,전북,김제시,N,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63060002,김제전통시장,전통시장,전라북도 김제시 요촌동 415,전라북도 김제시 사정거리1길20,전북,김제시,Y,,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a63060006,금만시장,전통시장,전라북도 김제시 요촌동 194-7,전라북도 김제시 동서7길23,전북,김제시,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a63310001,고산미소시장,전통시장,전라북도 완주군 고산면 읍내리 884-4,전라북도 완주군 고산면 남봉로 135,전북,완주군,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63310002,삼례시장,전통시장,전라북도 완주군 삼례읍 삼례리 923-8,전라북도 완주군 삼례읍 삼봉로 6,전북,완주군,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a63310004,봉동시장,전통시장,전라북도 완주군 봉동읍 장기리 217-13,전라북도 완주군 봉동읍 봉동동서로 134-5,전북,완주군,Y,,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N
a63320001,진안고원시장,전통시장,전라북도 진안군 군상리 406-7,전라북도 진안군 진안읍시장1길16,전북,진안군,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y
a63330001,무주시장(반딧불장터),전통시장,전라북도 무주군 무주읍 읍내리 1152,전라북도 무주군 무주읍 장터로 2,전북,무주군,Y,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a63330002,무풍시장(대덕산장터),전통시장,전라북도 무주군 무풍면 현내리 259-5,전라북도 무주군 무풍면 현내로 213,전북,무주군,Y,,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y
a63330003,설천시장(삼도봉장터),전통시장,전라북도 무주군 설천면 소천리 904-29,전라북도 무주군 설천면 삼도봉로 11,전북,무주군,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y
a63330004,안성시장(덕유산장터),전통시장,전라북도 무주군 안성면 장기리 1511-123,전라북도 무주군 안성면 칠연로 38,전북,무주군,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a63340002,산서시장,전통시장,전라북도 장수군 산서면 동화리 839-73,전라북도 장수군 산서면 보산로 1864-11,전북,장수군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63340003,장계시장,전통시장,전라북도 장수군 장계면 장계리 464-1,전라북도 장수군 장계면 시장천변길 36,전북,장수군,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63340004,장수시장,전통시장,전라북도 장수군 장수읍 장수리 460-2,전라북도 장수군 장수읍 시장로 11,전북,장수군,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63350001,강진시장,전통시장,전라북도 임실군 강진면 갈담리 515-4,전라북도 임실군 강진면 호국로 14-12,전북,임실군,Y,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N
a63350002,관촌시장,전통시장,전라북도 임실군 관촌면 관촌리 580-1  586,전라북도 임실군 관촌면 사선1길 70-3,전북,임실군,Y,,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N
a63350006,임실시장,전통시장,전라북도 임실군 임실읍 이도리 233-1,전라북도 임실군 임실읍 운수로 26,전북,임실군,Y,,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y
a63360002,동계시장,전통시장,전라북도 순창군 동계면 현포리 623,전라북도 순창군 동계면 동계로 22,전북,순창군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a63360004,순창시장,전통시장,전라북도 순창군 순창읍 남계리 800,전라북도 순창군 순창읍 남계로 58,전북,순창군,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a63370001,고창전통시장,전통시장,전라북도 고창군 고창읍 읍내리 367,전라북도 고창군 고창읍 동리로 62-11,전북,고창군,Y,,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N
a63370002,대산전통시장,전통시장,전라북도 고창군 대산면 매산리 200-13,전라북도 고창군 대산면 공음대산로 935,전북,고창군,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a63370003,무장전통시장,전통시장,전라북도 고창군 무장면 무장리 85-1,전라북도 고창군 무장면 왕제산로 725,전북,고창군,Y,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N
a63370005,상하전통시장,전통시장,전라북도 고창군 상하면 하장리 939-3,전라북도 고창군 상하면 상하1길 8-3,전북,고창군,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a63370006,해리전통시장,전통시장,전라북도 고창군 해리면 하련리 685-55,전라북도 고창군 해리면 해리중앙로 64-12,전북,고창군,Y,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a63370007,흥덕전통시장,전통시장,전라북도 고창군 흥덕면 흥덕리 239-1,전라북도 고창군 흥덕면 흥덕시장길 3,전북,고창군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N
a63380001,부안상설시장,전통시장,전라북도 부안군 부안읍 21,전라북도 부안군 부안읍 부풍로 47,전북,부안군,Y,,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y
a63380002,줄포시장,전통시장,전라북도 부안군 줄포면 줄포리 728-3,전라북도 부안군 줄포면 부안로 865,전북,부안군,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a61010002,목포종합수산시장,전통시장,전라남도 목포시 광동1가 4-13,전라남도 목포시 해안로 265-4,전남,목포시,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a61010005,중앙식료시장,전통시장,전라남도 목포시 남교동 88-29,전라남도 목포시 삼일로13번길 18-2,전남,목포시,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
